,chosun_word_before,chosun_word_after,kyunghyang_word_before,kyunghyang_word_after
8085,부소장,우동기,지라시,중동
8086,클라이드,장남,면담,108명
8087,분리,구로동맹,불수용,KOREA
8088,전담,성조기,설정,혹한기
8089,처형,정점식,악행,염불
8090,봉양,유명무실,모순들,추계
8091,성찰,선행,일방통행식,로봇
8092,정보사,조달,질적,약사
8093,영남대,키워드,법절차,기정사실
8094,10건,유해,국제법,반인권
8095,오영훈,놀이,현금인출기,반공
8096,정계선,스타일,CCTV,기본사회
8097,국외,증자,방귀,1158기
8098,precedent,후발,명문,제언
8099,8%p,사교육비,초반,기념식
8100,자원봉사자,프레스,뇌관,의제도
8101,접견,기로,흉상,대위기
8102,피크코리아,지출,고성들,발현
8103,고구마,편향,인신,인베스트먼트
8104,신입,국가주석,정책조정회의,타이
8105,소방,시설,용인,대전시당
8106,소대장,신체적,이경,동선
8107,발령,정장,망원,퇴직
8108,민변,강대국,문신,오줌
8109,방송3법,프레임워크,국정테러,정상들
8110,명예회장,가용,87일,공개허용
8111,탈출,하얏트,효력정지,증가세
8112,근거리,결정문,전세,준비위원회
8113,유발,위치,운동복,총괄선대위원장단
8114,버스,요체,내란공범,놀이
8115,직무감찰,테마주의,최순실,이옥남
8116,위증,정책들,우리글,문수형
8117,약점,조화,하느님,구조개혁
8118,重任,거점,1600만,급전직하
8119,중등교육법,100억,이론적,중관계
8120,해독,군소,회관,영웅
8121,유동성,용혜,보수2,차석대사
8122,아이다,유세,갖가지,서울시당
8123,법무부,박성훈,원남면,민간인력
8124,內治,與野,천막당사,변호사들
8125,독자,원성,오준호,방패막이
8126,청록파,정기적,달성,장애
8127,전면전,감사위원,5인,관형어
8128,USAGM,고무,원내대변인,측정
8129,인질,헥타르,요즘,준칙
8130,켈리,임종,전원위원회,에콰도르
8131,비상조치권,송두리째,CBSI,비상시
8132,안양,護憲,당정,6억
8133,사법화,형사재판부,트나,대미
8134,교통법,플로리다,무르만스크,강동구
8135,공안,일념,NBC,대선행
8136,코앞,극렬,해방공간,17.12%
8137,드라마,점유,자발적,인재공화국
8138,관세율,조던,1~2건,정책집행
8139,2093년,동명고,당리당략,선도국가
8140,심장이식센터장,리터,정보공개센터,연금특위
8141,간부들,마음속,O,매국노
8142,2003년,특별감찰관제,갑호비상,검표
8143,기부,한지가,3.5%,생각들
8144,수입,13만,경력위조,민생회복
8145,단견,녹화,안정감,고민정
8146,수명,파키스탄,외평,전체주의
8147,아데나워,11억,프로세스,권영길
8148,신년,김영환,미온적,20년
8149,단언,단서,의견서,17%
8150,자치회,경성전기,김지현,산업은행
8151,종북적,재정비,신장식,편협
8152,세종대로,중진급,세습,요청서
8153,박사,모래,로스쿨,공교육
8154,한순간,국가들,불필요,선임
8155,370명,욱일기,이례적,공언
8156,더우인,명절,대수,실무진
8157,논란인,서대문구,성경,본의
8158,편견,제조,작성,팹리스
8159,결격,침입,USDP,33대
8160,니콜라이엔코,익명,시정공백,친미
8161,육박,18억,일부분,모드
8162,117건,자청,법인,선두
8163,조세특례제한법,진영논리,합헌,건조
8164,깅그리치,감정형,교복,쪽지
8165,유불리,피선거권,문진석,감내
8166,열성적,입점,에이치앤케이,산적
8167,고조,국제기구,이준석,문제점
8168,김황식,규탄,23일,고급
8169,아냐,起訴,정합,광주공장
8170,연성,사회민주당,좌파활동가,최성
8171,신대희,광우병,AP통신,물줄기
8172,11국,혼비백산,경기지방경찰청장,조선소
8173,당혹감,친이,원죄,금기
8174,가덕도,주당,자영업,저의
8175,앞뒤,김형동,공희준,이영수
8176,선거연합,기획예산처,배금주의,연금개혁특별위원회
8177,청나라,수개월간,직결,부조화
8178,신상길씨,윤보명퇴,부활,이직
8179,바지,영천,다선,이어달리기
8180,입후보,방산업체,기념사진,홍수
8181,동베를린,주중대사관,38명,옥천
8182,33.6%,여기자,십자가,미사
8183,중앙당,36%,47%,비방
8184,2060년대,간섭,가덕도,3부총리
8185,서울경찰청,간첩죄,경비단,대만
8186,소동,4대,466억,사정
8187,통치기,송순호,사업가,일주일
8188,특수임무대대장,퓨리오사AI,군병력,K패스
8189,의과,38.6%,하루씩,김용민
8190,기아차,소추위원들,김명희씨,물질
8191,예멘,동교동,친노무현계,보수유권자들
8192,역풍,홍익표,테드,동여의도
8193,임명권자,채널A,잠정조치수역,토지주택위원장
8194,57.1%,포탄,복면,토목
8195,박성재,우파식,외연,무한대
8196,최종심,다툼,DNA,용도변경
8197,12시,서구청장,악법,전국보건의료산업노동조합
8198,훈련장,76억,다케시,데모
8199,복합적,직할,소란,강간
8200,兩院,향후,기쁨,연세대
8201,극심,항쟁,제빵사,국토보유세
8202,무소불위,윤영석,대의민주제,가난
8203,석권,공무원들,항목들,모집인원
8204,외교단,포괄,출장,야유
8205,쟁이,신음,가관,운영방안
8206,서구,기승전,장본인,만원
8207,한주호,En,일시,워싱턴포스트
8208,엣나인필름,부평깡통시장,경희대,직설적
8209,증발,축사,불법행위들,육박
8210,피곤,반유럽,일관,실근로시간
8211,정보원,부당,뒷감당,중개
8212,이메일,세계무역질서,정립,공동공약위원회
8213,議政,만천하,징용,폐쇄회로
8214,바이오,수방,핵무장,외청
8215,대체적,전장,체포조,보호구역
8216,틈탄,재단,수탁,노후소득보장
8217,Diplomacy,기성,양동작전,찬반양론
8218,의제,면전,펠로시,다당
8219,각국,목표치,불균등,수성
8220,2028년,48.9%,비상행동,망각
8221,손명순계,대리인,1487원,수방사령관
8222,성태윤,중대범죄수사청,칭송,장례
8223,회귀,정찰,예산삭감,패스
8224,합동,제작진,지지부진,법률위원장
8225,중국화,친윤,직전조사,이해관계
8226,포노마렌코,하남자,진지,만남
8227,방향성,국가미래,뉴스레터,2001년
8228,안내,경호법,스릴러,노인부양비
8229,출마자,치적,말장난,국가부채
8230,방시혁,이회창,상반,홍보물
8231,세종열린포럼,부처님,군축,인구감소
8232,차용,게양대,배넌,실상
8233,공백,베선트,세속,재건축초과이익환수제
8234,NPT,법원장,뉴라이트,경남도
8235,포함돼,소수당,한국민족종교협의회,차후
8236,추미애,Despotism,전략가들,민감
8237,지휘관,우격다짐,권익위,결산
8238,서비스정부,組閣,장기,황규관
8239,限韓令,부회장,3.1,폴리뉴스
8240,분통,한시,석유류,이태원
8241,중앙지검장,선고일,쌍권총,망라
8242,부분들,비상사태,내년,경호상
8243,의학,업무협약,대표직,재경부
8244,과방위,사법정의가,주산지,소모적
8245,전관,대령,대령,당심
8246,집결,미끼,정규,황현선
8247,법률대리인단,패밀리,곤궁,박지원
8248,편집국,특전사,종북좌파,지방의료
8249,탄생,Energy,중세,햇빛
8250,보전금,제2집무실,51.0%,각론
8251,중앙선거관리위원장,데이터학습,보도자료,오영주
8252,설정,통계청장,20.2%,태반
8253,강효상,경찰력,범죄적,영리
8254,중국공산당,방류,세금폭탄론,정혁식
8255,군포,분식,코코아,극우들
8256,마이니치,기습적,승인,38선
8257,현수막,폭염,백악관,탈여
8258,조지훈,졸속,자초,예수
8259,잇몸,재추진,장준호,당규준비위
8260,전지영님,일왕,피해복구,백지신탁
8261,루스템,절벽,세수결,귀결
8262,대중,종사,정치집단,눈가
8263,한칼,탈레반,외교통일,반일
8264,30여명,51조,감축,연말
8265,신철식,70만,인민,유령
8266,수중,탄핵안,2070년,용병정권
8267,포획,지표,소신,안전판
8268,명시,사용자,대통령지정기록물,미국무역대표부
8269,전후,참모총장,폭등,긋기
8270,연단,처리수,이재종,국태민안
8271,조문상,채점표,얼개,비참
8272,서울중앙지검장,중노동,탄핵소추단,제갈공명
8273,당협위원장들,낭보,리얼미터,민국
8274,후방,서거석,양경수,일련
8275,천막,38.70%,독자집권론,ARS
8276,이민,기업인,사치,임명직
8277,파이낸셜타임스,15명,28,검거
8278,한반도,개최,신용,농민
8279,로널드,독일,과학자,참고
8280,즉흥적,수도법,반파시즘,건재
8281,9km,5000만,격리,사퇴설
8282,수당,보석,총평,스턴
8283,이례,조문,블랙리스트,국민여론조사
8284,단톡방,꽃다발,보수화,기술안전정책관
8285,2400여,산물,질서유지,적개심
8286,은폐,分黨,소기천,과거사
8287,반간첩법,방화범,혼선,종교계
8288,쟁점들,여성가족부,현실세계,과열
8289,염치,비정규직,잿밥,용산빌딩
8290,영등포구,참외,10개국,계정
8291,수교,중앙첨단소재,MB,부모님
8292,점수,신주,행정력,극우파쇼
8293,조장,성리학,장인홍,정이지씨
8294,눈길,알파벳,최고위원들,특활비
8295,실감,88.69%,경원시,송기호
8296,GPS,알맹이,비강대국들,명약관화
8297,구미시,쾌도난마,100억,수치
8298,차벽,조각,연금재정,조선일보
8299,김보협,중령,투사,사상
8300,40대,친시장,팩트,표어
8301,러닝메이트,진술,100일,밑거름
8302,국정마비,데이비드,조사단,연구자
8303,김연수,신뢰성,입법자,야시경
8304,융자,차관보,재판장,출입증
8305,성남,이재묵,원수,시효
8306,계단,책정,증거채택,추가경정예산
8307,경기도청,월성원전,사불범정,국가안보실
8308,유년,1%p,서울고등법원,증인신문
8309,자산,불씨,무역,실종
8310,KAL,스캔들,씨감자,까마귀
8311,천원주택,더라커룸,메커니즘,인사권
8312,개악안,PMZ,도태,권좌
8313,수도,인류,끝장,경호기관
8314,통전,서막,사유재산권,재미
8315,소설,9시간,안전조치,탈이념
8316,자막,5대,복거일,도착
8317,투명성,300명,어부지리론,공천개입
8318,저출생,가방,오건호,박영환
8319,낯짝,국리민복,자국,8가지
8320,선창,삼성전자,기업은행,문혁
8321,유화,초안,반려,방심위
8322,참모진,리벤지,KBS,신세계
8323,비교섭단체,방위,착용,문전박대
8324,외삼촌,낙태,불가,부처가
8325,연쇄적,재경,스마트,휴면
8326,본부장,110표,적기,쟁점들
8327,곽규택,지중,막스,예비역들
8328,강의구,말들,우향우,구박
8329,이건태,원서,안중근,수식
8330,세입자,연기연금,서울시립대,아바타전
8331,출자,재출마,Financial,송달간주
8332,프랑스,민주화,34일,프리미엄
8333,망상,늘봄학교,유동철,96.64%
8334,8시,7번,백두산,거래
8335,단축,일명,출사,질타
8336,발짝,독촉,즉각항고,주장들
8337,불가결,앞날,코앞,강성희
8338,JU,통치구조,춘천,원스트라이크
8339,충당,하네다공항,영상,파격적
8340,철옹성,자유통일당,중,KN-
8341,한준,UN,연합정부,소설가
8342,전우들,전기,희생자들,천수
8343,상임,이해도,RSUI,새살
8344,프레임,후보지,교정,김만배
8345,수입품,Exit,협의과정,나날
8346,인종주의,민형배,https://www.khan.co.kr/article/202503182039015/NUrl,본질
8347,공천제,특설단,180도,SK하이닉스
8348,현직,세코트,설치법,살림살이
8349,국회도서관,창출,당진어울림여성,통수권자
8350,이연희,서문시장,불빛,공사
8351,파주,공과,공동저자,채팅
8352,명시적,체류,포섭,자필
8353,내각,도읍지,sid,컨트롤
8354,보강,연임,날인,전초기지
8355,당혹,방문객,다량,닭살
8356,부가가치세,청주체육관,천양지차,직능단체
8357,부모,동전,신뢰도,초양극화
8358,월반,방미,채진원,건널목
8359,졸속재판,국가안전보장회의,부적격자,개국
8360,統戰,속출,강원도지사,지역균형
8361,원칙하,후원금,작위의무,박종희
8362,소득공제,본거지,각별,무경쟁
8363,이광재,대심,예정자,기준근로시간
8364,과속,매국,충격파,폭도
8365,주입,조심,최기상,문구
8366,70세,오엑스,합동수사본부,능멸
8367,야기,구동존이,이희옥,처형
8368,임차,면피용,임시조립주택,개시
8369,서비스정부론,내실,이사장,태양
8370,양부남,간택,협상력,정치비상구
8371,양도소득세,업그레이드,한고비,소득보장
8372,1월,국방연구원,조세개혁,치중
8373,자원봉사자들,폭행,관련자,충남대
8374,이재명식,김민숙,30분,부모
8375,수행차,과학기술대학,포장,선상
8376,박탈형,전전긍긍,발로,지사직
8377,procedural,아우,산물,행안부
8378,연내,무릎,뉴욕타임즈,안보실장
8379,CGV,시장통,발급,유홍준씨
8380,시진핑,도덕적,기고,장기화
8381,물리적,국민주,DOGE,체인
8382,텔레비전,가신,군사상,역차별
8383,entirely,180표,홍길동,색깔론
8384,23년,광주여상,사법시스템,31명
8385,앨릭스,소명출판,장점,경제야
8386,고리,직경,노동,동성
8387,신속처리안건,구더기,중진들,전시
8388,독립기관장,대한민국헌정,수사기관,68.8%
8389,농성장,유혈,환대서양,식량
8390,애국자,주부,트리플,잔당
8391,시대착오적,원천,대내외적,중상층
8392,말투,眞朴,라스콜니코프,의원내각제
8393,CNN,최고인민회의,인습,민병덕
8394,공백기,준비위,긴급토론회,잔상
8395,구미,선린,본성,제도화
8396,각지,시진핑,종목,0명
8397,나중,국가안전국,송현,40만
8398,발송,48일,도래,SK
8399,압수,거짓,정책기구,노선
8400,착용,시각차,특수전사령관,불안정
8401,사회대개혁,액화석유가스,친중,전화자동
8402,병실,금융,구속수사,국가산단
8403,1주택자,긴장,대대장,국회의원들
8404,머리,밑바닥,이집트,당국자
8405,방어,먹거리,방송통신,메뉴얼
8406,민광기,오바마,레소토,승기
8407,55명,김어준,지몽,호랑이
8408,벨라루스,침몰,준용,인명피해
8409,초급,2일,건진,샴페인
8410,선수,기부자,SW,재량
8411,목격자,원수,주중,운동
8412,김윤,오산교육센터,무소신,자유통일당
8413,김의겸,ESFJ,지귀연,약진
8414,타임,우후죽순격,대책회의,정치전문가
